Unnamed: 0,State,District,Persons,Males,Females,Growth Rate,Rural,Number of Households,Household Size per Household,Females per 1000 Males,"Sex Ratio,0-6 Year Olds",Literate Persons,Literacy Rate,Total Educated,Total Uneducated,Below Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate Degree or Above,1st Religion Name,1st Religion Population,2nd Religion Name,2nd Religion Population,3rd Religion Name,3rd Religion Population,Drinking Water Facilities,Safe Drinking Water Facilities,Electric Supply,Primary School,Middle Schools,Secondary Schools,Medical Facilities,Primary Health Centers,Communication Facilities,Bus Services,Paved Approach Road,Mud Approach Road,Permanent Housing Rate,Semi-Permanent Housing Rate,Temporary Housing Rate,Rate of Clean Water Facilities,Communication Facilities per 1000 People,Drinking Facilities per 1000 People,Medical Facilities per 1000 People,Permanent Housing,Semi-Permanent Housing,Temporary Housing,Total Housing,Religion 1 Percent Population,Religion 2 Percent Population,Religion 3 Percent Population,Rural Percent Population,Female to Male Ratio,District Name
125,Delhi,District South,2267023,1260025,1006998,50.27,160761,466444.0,5.0,799.0,887.0,1583540,81.96,1583540.0,15744.0,250170.0,313497.0,242046.0,436353.0,325459.0,Hindus,1824645,Muslims,314015,Sikhs,75102,16.0,16.0,16.0,12.0,10,14,7.0,2,15.0,16,16,2,0.00921,0.00047,0.00032,1.0,0.0066166068892993144,0.007057714015252602,0.0030877498816730136,20879.0,1066.0,725.0,22670.0,0.8048639118350365,0.13851425415622162,0.03312802737334381,0.07091282267537648,0.799,District South
126,D_N_H,"District Dadra & Nagar Haveli (01), Dadra & Nagar Haveli (26)",220490,121666,98824,59.2,170027,45586.0,5.0,812.0,979.0,103904,57.63,103904.0,1228.0,26108.0,25077.0,15408.0,28169.0,7896.0,Hindus,206203,Muslims,6524,Christians,6058,69.0,69.0,69.0,69.0,36,16,67.0,9,44.0,60,69,69,0.00457,0.0051600000000000005,0.00026000000000000003,1.0,0.19955553539843077,0.3129393623293574,0.3038686561748832,1008.0,1138.0,57.0,2203.0,0.935203410585514,0.0295886434758946,0.027475168941902127,0.7711324776633861,0.812,District Dadra & Nagar Haveli 
154,Haryana,"District Panchkula * (01), Haryana (06)",468411,256939,211472,51.16,260016,92593.0,5.0,823.0,828.0,297795,74.0,297795.0,3801.0,50241.0,64345.0,41250.0,89592.0,48484.0,Hindus,410120,Sikhs,36194,Muslims,18297,222.0,222.0,224.0,193.0,93,84,86.0,2,136.0,136,205,50,0.0076,0.00172,0.00068,1.0,0.29034330961484683,0.4739427554007058,0.183599445785859,3560.0,806.0,319.0,4685.0,0.8755558686708894,0.07726974814852768,0.03906184952957979,0.5551022499471618,0.823,District Panchkula * 
155,Haryana,"District Ambala (02), Haryana (06)",1014411,542977,471434,25.69,657383,184319.0,6.0,868.0,781.0,662789,75.31,662789.0,5297.0,113292.0,177353.0,115883.0,192036.0,58843.0,Hindus,856193,Sikhs,132463,Muslims,17263,482.0,482.0,479.0,432.0,188,216,204.0,17,408.0,370,478,79,0.007390000000000001,0.00196,0.00065,1.0,0.40220384045520013,0.4751525762240354,0.20110192022760007,7496.0,1988.0,659.0,10143.0,0.8440296881638705,0.13058119440739502,0.017017757102397352,0.6480440373773549,0.868,District Ambala 
156,Haryana,"District Yamunanagar (03), Haryana (06)",1041630,559444,482186,21.84,648608,183238.0,6.0,862.0,805.0,638711,71.63,638711.0,8954.0,126259.0,182389.0,113863.0,165121.0,42063.0,Hindus,849255,Muslims,104073,Sikhs,83524,613.0,613.0,607.0,483.0,161,157,248.0,16,437.0,246,596,544,0.006579999999999999,0.00227,0.00115,1.0,0.41953476762382036,0.5885007152251759,0.23808838071100102,6854.0,2365.0,1198.0,10417.0,0.815313499035166,0.09991359695861295,0.08018586254236149,0.6226855985330684,0.862,District Yamunanagar 
157,Haryana,"District Kurukshetra (04), Haryana (06)",825454,442328,383126,23.72,609943,142950.0,6.0,866.0,771.0,494873,69.88,494873.0,5270.0,108187.0,143229.0,82975.0,122395.0,32775.0,Hindus,675381,Sikhs,135545,Muslims,12028,402.0,402.0,406.0,385.0,139,109,179.0,18,365.0,262,407,89,0.00674,0.0027800000000000004,0.00048,1.0,0.442180908930116,0.48700472709563464,0.21685036355750895,5564.0,2295.0,396.0,8255.0,0.8181933820661115,0.16420660630392486,0.01457137526742859,0.7389182195494843,0.866,District Kurukshetra 
158,Haryana,"District Kaithal (05), Haryana (06)",946131,510513,435618,20.95,762649,164258.0,6.0,853.0,790.0,472563,59.02,472563.0,6201.0,126436.0,143353.0,76312.0,100857.0,19385.0,Hindus,848765,Sikhs,88700,Muslims,6777,270.0,270.0,270.0,261.0,147,185,160.0,19,228.0,228,270,189,0.00384,0.005849999999999999,0.00031,1.0,0.2409814285759583,0.2853727443662664,0.16910977443926897,3633.0,5535.0,293.0,9461.0,0.8970903606371633,0.09375023120476975,0.007162855883593287,0.8060712522895878,0.853,District Kaithal 
159,Haryana,"District Karnal (06), Haryana (06)",1274183,683368,590815,23.13,936341,224230.0,6.0,865.0,808.0,732609,67.74,732609.0,8113.0,166169.0,208280.0,123098.0,180013.0,46851.0,Hindus,1125279,Sikhs,123160,Muslims,22614,422.0,422.0,422.0,385.0,188,170,186.0,23,314.0,305,414,205,0.005529999999999999,0.004,0.00047,1.0,0.24643241983294395,0.3311926151894979,0.14597589200295405,7046.0,5097.0,599.0,12742.0,0.8831376654687749,0.0966580153714184,0.017747843127713995,0.7348559822254731,0.865,District Karnal 
160,Haryana,"District Panipat (07), Haryana (06)",967449,528860,438589,38.57,575369,174388.0,6.0,829.0,808.0,559478,69.17,559478.0,6963.0,122396.0,147276.0,96105.0,151277.0,35403.0,Hindus,873593,Muslims,59696,Sikhs,27437,179.0,179.0,179.0,168.0,110,104,116.0,14,155.0,144,171,79,0.0060799999999999995,0.00358,0.00034,1.0,0.16021516379674794,0.18502267302979278,0.11990296129305007,5882.0,3463.0,329.0,9674.0,0.902986100559306,0.06170454463232687,0.028360151284460473,0.5947279908294908,0.829,District Panipat 
161,Haryana,"District Sonipat (08), Haryana (06)",1279175,695723,583452,22.36,957800,223342.0,6.0,839.0,788.0,788105,72.79,788105.0,9201.0,161024.0,193323.0,133517.0,247039.0,43912.0,Hindus,1234225,Muslims,31954,Jains,6729,323.0,323.0,323.0,316.0,232,255,248.0,22,291.0,286,320,185,0.00573,0.0040999999999999995,0.00016,1.0,0.2274903746555397,0.25250649832900113,0.19387495846932593,7330.0,5245.0,205.0,12780.0,0.9648601637774347,0.02498016299568081,0.005260421756210058,0.7487638517012919,0.839,District Sonipat 
162,Haryana,"District Jind (09), Haryana (06)",1189827,642282,547545,21.35,948250,204942.0,6.0,852.0,818.0,622654,62.12,622654.0,9882.0,161970.0,181858.0,98902.0,145996.0,23995.0,Hindus,1134539,Sikhs,29159,Muslims,20618,306.0,306.0,306.0,300.0,210,200,247.0,28,280.0,265,306,75,0.00226,0.007609999999999999,0.00013000000000000002,1.0,0.23532832924450361,0.2571802455314932,0.2075932047264014,2689.0,9055.0,155.0,11899.0,0.9535327404740354,0.02450692411585886,0.01732856961558277,0.7969646007360734,0.852,District Jind 
163,Haryana,"District Fatehabad * (10), Haryana (06)",806158,427862,378296,24.76,664001,142017.0,6.0,884.0,828.0,392178,57.98,392178.0,9522.0,110228.0,120062.0,59284.0,78653.0,14390.0,Hindus,660331,Sikhs,136660,Muslims,6554,243.0,243.0,241.0,237.0,152,128,143.0,16,203.0,220,242,143,0.005639999999999999,0.0029100000000000003,0.00144,1.0,0.2518116795963074,0.30142974454139265,0.1773845821786796,4547.0,2346.0,1161.0,8054.0,0.8191086610813265,0.1695201188848836,0.008129919941252211,0.8236611185400381,0.884,District Fatehabad * 
164,Haryana,"District Sirsa (11), Haryana (06)",1116649,593245,523404,22.96,823184,194809.0,6.0,882.0,817.0,574624,60.55,574624.0,10952.0,153153.0,172232.0,90443.0,120460.0,27303.0,Hindus,801747,Sikhs,302942,Muslims,7056,321.0,321.0,318.0,312.0,157,123,197.0,28,250.0,300,310,142,0.0059299999999999995,0.00157,0.0025,1.0,0.2238841390624986,0.2874672345562482,0.1764207015812489,6622.0,1753.0,2792.0,11167.0,0.7179937473637643,0.2712956354234858,0.006318905940899961,0.7371913645200954,0.882,District Sirsa 
165,Haryana,"District Hisar (12), Haryana (06)",1537117,830520,706597,27.06,1138999,272738.0,6.0,851.0,831.0,842302,64.83,842302.0,11521.0,206809.0,228924.0,131189.0,214909.0,48813.0,Hindus,1497776,Muslims,17431,Sikhs,14617,272.0,272.0,272.0,260.0,223,269,219.0,30,233.0,262,272,21,0.00485,0.00462,0.00053,1.0,0.15158247550446713,0.17695464951594445,0.14247451560291116,7455.0,7101.0,815.0,15371.0,0.9744059821080634,0.011340060646001572,0.009509360705788825,0.7409969442794531,0.851,District Hisar 
166,Haryana,"District Bhiwani (13), Haryana (06)",1425022,758253,666769,22.45,1154629,246742.0,6.0,879.0,840.0,809896,67.45,809896.0,13158.0,190479.0,227844.0,135464.0,207427.0,35372.0,Hindus,1407363,Muslims,12740,Sikhs,2542,437.0,437.0,437.0,429.0,321,363,252.0,55,324.0,419,436,178,0.00705,0.00256,0.00037999999999999997,1.0,0.2273649108575166,0.30666193223683563,0.1768393751114018,10046.0,3648.0,542.0,14236.0,0.9876079106147133,0.008940212852854202,0.0017838321092586641,0.810253455736122,0.879,District Bhiwani 
167,Haryana,"District Rohtak (14), Haryana (06)",940128,509038,431090,20.99,610524,167593.0,6.0,847.0,798.0,592485,73.72,592485.0,8102.0,112757.0,141601.0,100047.0,182301.0,47537.0,Hindus,924541,Muslims,5665,Sikhs,5079,146.0,146.0,146.0,130.0,117,140,118.0,17,135.0,134,145,63,0.00576,0.004,0.00024,1.0,0.14359746757888286,0.15529800197419927,0.1255148235133939,5415.0,3761.0,226.0,9402.0,0.9834203427618367,0.006025775213587937,0.0054024558358010824,0.6494051873787399,0.847,District Rohtak 
168,Haryana,"District Jhajjar * (15), Haryana (06)",880072,476475,403597,24.09,684975,158075.0,6.0,847.0,800.0,541635,72.38,541635.0,5383.0,104085.0,139426.0,100081.0,167785.0,24836.0,Hindus,869258,Muslims,8311,Sikhs,1281,247.0,247.0,246.0,238.0,164,150,150.0,26,181.0,200,247,247,0.007829999999999998,0.00198,0.00018,1.0,0.20566499104618713,0.2806588551845758,0.1704406003145197,6891.0,1743.0,158.0,8792.0,0.9877123689879919,0.009443545528093155,0.0014555627266859984,0.7783170013362543,0.847,District Jhajjar * 
169,Haryana,"District Mahendragarh (16), Haryana (06)",812521,423578,388943,19.09,702885,135218.0,6.0,918.0,817.0,478296,69.89,478296.0,5119.0,106547.0,138412.0,91716.0,117411.0,19064.0,Hindus,805991,Muslims,3434,Sikhs,2026,368.0,368.0,368.0,350.0,164,121,190.0,17,233.0,288,367,199,0.00938,0.00037000000000000005,0.00025,1.0,0.28676181907913767,0.45291137090610584,0.23384010997869592,7621.0,301.0,203.0,8125.0,0.9919632846412585,0.004226352303509694,0.0024934740148254628,0.8650668721177668,0.918,District Mahendragarh 
170,Haryana,"District Rewari (17), Haryana (06)",765351,403034,362317,25.24,629177,135560.0,6.0,899.0,811.0,488190,75.25,488190.0,5104.0,94485.0,126813.0,93964.0,141258.0,26537.0,Hindus,758328,Muslims,3194,Sikhs,1668,397.0,397.0,397.0,379.0,165,151,175.0,10,266.0,316,396,225,0.00936,0.00039,0.00025,1.0,0.3475529528281795,0.5187162491458167,0.22865325843959178,7164.0,298.0,191.0,7653.0,0.9908238180913072,0.004173248614034606,0.0021793922004413662,0.8220764067728402,0.899,District Rewari 
171,Haryana,"District Gurgaon (18), Haryana (06)",1660289,886451,773838,44.64,1291285,273881.0,6.0,873.0,857.0,834693,62.91,834693.0,18447.0,195476.0,202181.0,129579.0,212394.0,76434.0,Hindus,1026542,Muslims,617918,Sikhs,6672,694.0,694.0,693.0,642.0,228,186,203.0,24,307.0,443,677,301,0.0086,0.00059,0.0008100000000000001,1.0,0.18490756729701877,0.41799951695156684,0.12226787023223067,14278.0,980.0,1345.0,16603.0,0.6182911529257858,0.37217496471999756,0.004018577488617945,0.7777471271567781,0.873,District Gurgaon 
172,Haryana,"District Faridabad (19), Haryana (06)",2194586,1193063,1001523,48.47,973242,391426.0,6.0,839.0,849.0,1269801,70.03,1269801.0,18992.0,277239.0,287742.0,204851.0,354094.0,126692.0,Hindus,1896698,Muslims,247293,Sikhs,36005,413.0,413.0,413.0,376.0,185,161,188.0,27,181.0,254,395,221,0.00879,0.00073,0.00048,1.0,0.08247569245406651,0.18819039217419595,0.08566536011803592,19290.0,1602.0,1053.0,21945.0,0.8642623255593538,0.11268321223228436,0.016406283463031295,0.4434740766595613,0.839,District Faridabad 
173,HP,"District Chamba (01), Himachal Pradesh (02)",460887,235218,225669,17.09,426345,87029.0,5.0,959.0,954.0,246169,62.91,246169.0,4354.0,72121.0,75341.0,34228.0,51105.0,8997.0,Hindus,428134,Muslims,26801,Sikhs,2497,1118.0,1108.0,1111.0,852.0,290,172,300.0,28,483.0,402,333,571,0.00615,0.0037,0.00015,0.9910554561717353,1.0479792226728026,2.4257572897478124,0.6509187718464613,2834.0,1705.0,69.0,4608.0,0.9289348582190429,0.05815091334752336,0.005417813911002046,0.9250532126095985,0.959,District Chamba 
174,HP,"District Kangra (02), Himachal Pradesh (02)",1339030,661254,677776,14.01,1266745,272487.0,5.0,1025.0,835.0,940505,80.08,940505.0,11092.0,163622.0,259382.0,174315.0,287036.0,44916.0,Hindus,1301544,Muslims,15951,Buddhists,10615,3619.0,3617.0,3602.0,1869.0,725,466,786.0,48,2346.0,2127,1767,2220,0.00375,0.00604,0.00021,0.9994473611494888,1.7520145179719648,2.7027027027027026,0.5869920763537785,5021.0,8088.0,281.0,13390.0,0.9720051081753209,0.011912354465545954,0.0079273802678058,0.9460168928254035,1.025,District Kangra 
175,HP,"District Lahul & Spiti (03), Himachal Pradesh (02)",33224,18441,14783,6.17,33224,7999.0,4.0,802.0,961.0,21609,73.1,21609.0,1333.0,5282.0,5439.0,3288.0,5098.0,1164.0,Buddhists,19535,Hindus,13428,Muslims,134,287.0,266.0,250.0,189.0,57,42,65.0,9,77.0,167,87,156,0.00218,0.00427,0.0034999999999999996,0.926829268292683,2.317601733686492,8.638333734649652,1.9564170479171683,72.0,142.0,116.0,330.0,0.5879785697086444,0.40416566337587284,0.004033228991090778,1.0,0.802,District Lahul & Spiti 
176,HP,"District Kullu (04), Himachal Pradesh (02)",381571,198016,183555,25.6,351478,76902.0,5.0,927.0,959.0,239649,72.9,239649.0,3747.0,65666.0,68910.0,35947.0,53725.0,11636.0,Hindus,363646,Buddhists,13789,Muslims,1788,172.0,172.0,172.0,171.0,122,96,140.0,13,163.0,111,82,112,0.00879,0.0011,0.00011000000000000002,1.0,0.4271813109486832,0.45076800909922404,0.36690419345285674,3354.0,420.0,42.0,3816.0,0.9530231595168396,0.03613744231086744,0.00468589069924077,0.9211339436173085,0.927,District Kullu 
177,HP,"District Mandi (05), Himachal Pradesh (02)",901344,447872,453472,16.05,840362,182378.0,5.0,1013.0,918.0,587884,75.24,587884.0,7906.0,119193.0,165195.0,95535.0,173205.0,26714.0,Hindus,885097,Muslims,8309,Sikhs,4753,2833.0,2833.0,2827.0,1621.0,498,315,533.0,45,1803.0,1207,748,1363,0.00825,0.0016899999999999999,6e-05,1.0,2.0003461497497073,3.143084105513544,0.5913391557496361,7436.0,1523.0,54.0,9013.0,0.9819746955657329,0.009218455994603613,0.005273236411403415,0.9323432562928249,1.013,District Mandi 
178,HP,"District Hamirpur (06), Himachal Pradesh (02)",412700,196593,216107,11.62,382494,86771.0,5.0,1099.0,850.0,298498,82.46,298498.0,2529.0,44767.0,79284.0,59251.0,96848.0,15783.0,Hindus,408130,Muslims,3489,Sikhs,547,1635.0,1634.0,1619.0,555.0,224,163,289.0,16,1422.0,891,733,930,0.00411,0.005679999999999999,0.00021,0.999388379204893,3.445602132299491,3.961715531863339,0.7002665374363944,1696.0,2344.0,87.0,4127.0,0.9889265810516114,0.008454082868912043,0.0013254179791616187,0.926808819966077,1.099,District Hamirpur 
179,HP,"District Una (07), Himachal Pradesh (02)",448273,224524,223749,18.43,408849,88181.0,5.0,997.0,837.0,312278,80.37,312278.0,3377.0,55738.0,88129.0,57583.0,93782.0,13646.0,Hindus,412491,Sikhs,23372,Muslims,11632,758.0,756.0,756.0,415.0,193,145,284.0,12,675.0,489,450,555,0.00672,0.00255,0.0007400000000000001,0.9973614775725593,1.5057788445880078,1.6909338728854961,0.6335425064636951,3012.0,1143.0,332.0,4487.0,0.9201781057525213,0.05213787134179395,0.025948473363329935,0.9120535923421665,0.997,District Una 
183,HP,"District Shimla (11), Himachal Pradesh (02)",722502,380996,341506,16.9,555269,154693.0,5.0,896.0,929.0,504330,79.12,504330.0,11640.0,97060.0,114805.0,78995.0,153284.0,48464.0,Hindus,704150,Muslims,8493,Sikhs,4825,2519.0,2493.0,2508.0,1363.0,453,288,396.0,53,1806.0,938,477,1218,0.008320000000000001,0.00146,0.00022000000000000003,0.9896784438269154,2.4996470598005263,3.4864955391126946,0.5480953685941354,6011.0,1055.0,159.0,7225.0,0.9745993782716172,0.011754984761287859,0.006678182205723998,0.7685362808684266,0.896,District Shimla 
184,HP,"District Kinnaur (12), Himachal Pradesh (02)",78334,42173,36161,17.79,78334,18641.0,4.0,857.0,979.0,51913,75.2,51913.0,775.0,13424.0,14945.0,9158.0,11537.0,2069.0,Hindus,58021,Buddhists,19405,Christians,324,196.0,188.0,232.0,158.0,76,60,77.0,17,150.0,90,78,138,0.00489,0.00451,0.00059,0.9591836734693877,1.9148773201930196,2.5021063650522124,0.9829703576990834,383.0,353.0,46.0,782.0,0.7406873132994612,0.2477212959889703,0.004136135011616923,1.0,0.857,District Kinnaur 
185,Jharkhand,"District Garhwa * (01), Jharkhand (20)",1035464,535332,500132,29.05,992825,174264.0,6.0,934.0,962.0,317078,39.21,317078.0,13092.0,100712.0,92857.0,48324.0,51170.0,10916.0,Hindus,867775,Muslims,149102,Christians,12353,858.0,849.0,190.0,566.0,155,42,116.0,18,126.0,99,180,800,0.0008900000000000001,0.00904,7e-05,0.9895104895104895,0.12168457812149916,0.8286140319702086,0.11202707192138017,922.0,9361.0,72.0,10355.0,0.8380542442808249,0.14399534894501403,0.011929917409006976,0.9588213593133127,0.934,District Garhwa * 
187,Jharkhand,"District Chatra * (03), Jharkhand (20)",791434,404067,387367,29.05,749414,129348.0,6.0,959.0,975.0,270256,43.24,270256.0,11234.0,94507.0,81157.0,35306.0,39319.0,8712.0,Hindus,687846,Muslims,92434,Others,4999,1343.0,1343.0,131.0,558.0,104,4,30.0,8,75.0,51,172,1198,0.0016,0.00826,0.00014,1.0,0.09476469294975955,1.696919768420361,0.03790587717990382,1266.0,6537.0,111.0,7914.0,0.8691135331562708,0.116793061708241,0.0063163826674113065,0.9469065013633481,0.959,District Chatra * 
188,Jharkhand,"District Hazaribagh (04), Jharkhand (20)",2277475,1167793,1109682,24.02,1748406,391606.0,6.0,950.0,965.0,1069890,57.74,1069890.0,19873.0,321029.0,282228.0,166762.0,214238.0,65684.0,Hindus,1870586,Muslims,337117,Others,36789,1543.0,1541.0,413.0,962.0,225,88,147.0,37,261.0,124,436,1306,0.0046,0.005350000000000001,4e-05,0.998703823720026,0.11460059934796211,0.6775046926969561,0.06454516515000165,10476.0,12184.0,91.0,22751.0,0.8213420564440883,0.1480222614957354,0.016153415514989188,0.7676949253010461,0.95,District Hazaribagh 
189,Jharkhand,"District Kodarma * (05), Jharkhand (20)",499403,249549,249854,26.32,412654,78835.0,6.0,1001.0,974.0,207495,52.2,207495.0,6584.0,70944.0,59545.0,25390.0,34863.0,10167.0,Hindus,421358,Muslims,74856,Sikhs,1025,526.0,526.0,200.0,269.0,46,19,72.0,13,52.0,47,116,462,0.0034000000000000002,0.00653,7e-05,1.0,0.1041243244433854,1.053257589561937,0.14417214153699517,1698.0,3261.0,35.0,4994.0,0.8437234057464613,0.14989096981796265,0.0020524506260475007,0.8262945957473223,1.001,District Kodarma * 
190,Jharkhand,"District Giridih (06), Jharkhand (20)",1904430,960679,943751,27.09,1782066,301872.0,6.0,982.0,977.0,667385,44.5,667385.0,25575.0,231361.0,196026.0,90613.0,98939.0,24811.0,Hindus,1475201,Muslims,383253,Others,30778,2532.0,2529.0,481.0,1232.0,221,70,229.0,29,220.0,125,474,2246,0.0028899999999999998,0.0070599999999999994,6e-05,0.9988151658767772,0.11552012938254491,1.3295316708936533,0.12024595285728538,5504.0,13445.0,114.0,19063.0,0.7746155017511801,0.20124289157385675,0.016161266100618032,0.9357477040374286,0.982,District Giridih 
191,Jharkhand,"District Deoghar (07), Jharkhand (20)",1165390,608878,556512,24.46,1005539,190037.0,6.0,914.0,972.0,469652,50.09,469652.0,11055.0,151615.0,132877.0,67813.0,80065.0,26206.0,Hindus,910409,Muslims,221705,Others,27263,2356.0,2355.0,289.0,768.0,156,49,94.0,18,149.0,146,304,2138,0.0032299999999999994,0.00487,0.0019,0.9995755517826825,0.12785419473309365,2.021640824101803,0.080659693321549,3764.0,5675.0,2214.0,11653.0,0.7812054333742352,0.1902410351899364,0.02339388530878075,0.8628347591793305,0.914,District Deoghar 
192,Jharkhand,"District Godda (08), Jharkhand (20)",1047939,544043,503896,21.61,1010931,192649.0,5.0,926.0,977.0,363825,43.13,363825.0,16954.0,101438.0,101841.0,53607.0,72291.0,17374.0,Hindus,745237,Muslims,210734,Others,68055,1633.0,1576.0,257.0,892.0,179,53,141.0,24,147.0,104,341,1261,0.00232,0.00274,0.0049499999999999995,0.9650949173300674,0.14027534045397683,1.5582968092608442,0.1345498163538145,2431.0,2871.0,5187.0,10489.0,0.7111454006387776,0.20109376595393433,0.0649417571060911,0.9646849673501988,0.926,District Godda 
193,Jharkhand,"District Sahibganj (09), Jharkhand (20)",927770,477662,450108,25.89,829639,173104.0,5.0,942.0,972.0,275829,37.61,275829.0,8481.0,92769.0,72112.0,42219.0,46385.0,13814.0,Hindus,522620,Muslims,290060,Christians,58723,1307.0,1207.0,119.0,599.0,113,13,69.0,16,94.0,52,300,914,0.00188,0.005600000000000001,0.00252,0.9234889058913542,0.10131821464371557,1.408754324886556,0.07437188096187632,1744.0,5196.0,2338.0,9278.0,0.5633077163521132,0.3126421419101717,0.06329478211194585,0.8942291731786973,0.942,District Sahibganj 
194,Jharkhand,"District Pakaur * (10), Jharkhand (20)",701664,358545,343119,24.34,665635,132987.0,5.0,957.0,964.0,170931,30.65,170931.0,8025.0,59171.0,48036.0,24863.0,24190.0,6634.0,Hindus,320632,Muslims,227069,Others,110628,1128.0,1077.0,70.0,596.0,82,12,94.0,13,82.0,94,198,801,0.00124,0.005809999999999999,0.00295,0.9547872340425532,0.11686505221872577,1.6076070597893009,0.13396725498244175,870.0,4077.0,2070.0,7017.0,0.45695945637798147,0.32361500661285175,0.15766520727869748,0.9486520613855065,0.957,District Pakaur * 
195,Jharkhand,"District Dumka (11), Jharkhand (20)",1759602,897364,862238,17.31,1644690,331318.0,5.0,961.0,976.0,690834,47.94,690834.0,21877.0,230245.0,209924.0,105943.0,99816.0,22993.0,Hindus,1323468,Muslims,203741,Others,170201,3737.0,3718.0,213.0,1732.0,320,68,312.0,53,302.0,282,693,3403,0.00183,0.00462,0.0035499999999999998,0.9949157077869949,0.1716297208118654,2.123775717463381,0.17731282415000665,3220.0,8129.0,6247.0,17596.0,0.7521405408723109,0.11578811572162341,0.0967269871254977,0.9346943229207514,0.961,District Dumka 
196,Jharkhand,"District Dhanbad (12), Jharkhand (20)",2397102,1278946,1118156,22.82,1141744,427939.0,6.0,874.0,951.0,1348584,67.0,1348584.0,27670.0,316204.0,325848.0,246471.0,329778.0,102522.0,Hindus,1944757,Muslims,364807,Others,61505,1121.0,1121.0,503.0,708.0,183,61,154.0,19,178.0,77,482,993,0.00634,0.00332,0.00034,1.0,0.07425633118657445,0.4676480183154492,0.06424424158838464,15198.0,7958.0,815.0,23971.0,0.8112950554461179,0.15218668208528466,0.02565806544736102,0.4763018010914846,0.874,District Dhanbad 
197,Jharkhand,"District Bokaro * (13), Jharkhand (20)",1777662,938436,839226,22.11,973005,317378.0,6.0,894.0,949.0,923150,62.1,923150.0,19929.0,198945.0,214614.0,159357.0,247536.0,82686.0,Hindus,1491855,Muslims,194735,Others,69202,621.0,614.0,121.0,482.0,114,52,146.0,16,147.0,61,158,585,0.00576,0.0035100000000000005,0.00073,0.9887278582930756,0.08269288537415999,0.3493352504581861,0.08213034873896162,10239.0,6240.0,1298.0,17777.0,0.8392230919038602,0.10954557165535406,0.038928660228997415,0.5473509587311873,0.894,District Bokaro * 
198,Jharkhand,"District Ranchi (14), Jharkhand (20)",2785064,1436976,1348088,25.72,1807243,505508.0,6.0,938.0,961.0,1500541,64.57,1500541.0,39249.0,339729.0,354556.0,249307.0,357487.0,160004.0,Hindus,1399301,Others,767672,Muslims,348774,2052.0,2033.0,331.0,1343.0,362,1,377.0,43,354.0,209,504,1860,0.0032600000000000003,0.00659,0.00015,0.9907407407407407,0.12710659431883792,0.7367873772380097,0.13536493236780195,9079.0,18354.0,418.0,27851.0,0.5024304647936277,0.275638908118449,0.12523015629084286,0.6489053752445186,0.938,District Ranchi 
199,Jharkhand,"District Lohardaga (15), Jharkhand (20)",364521,184507,180014,26.14,318325,65915.0,6.0,976.0,944.0,156710,53.58,156710.0,3738.0,46441.0,42447.0,28107.0,27698.0,8227.0,Others,172064,Hindus,104089,Muslims,73316,352.0,351.0,45.0,254.0,68,6,69.0,11,71.0,7,99,319,0.00109,0.00888,2e-05,0.9971590909090909,0.19477615830089348,0.9656508129847114,0.18928950595438945,397.0,3237.0,7.0,3641.0,0.4720276746744358,0.2855500780476296,0.20112970171814518,0.8732693041004497,0.976,District Lohardaga 
200,Jharkhand,"District Gumla (16), Jharkhand (20)",1346767,675769,670998,16.6,1273025,253469.0,5.0,993.0,976.0,568234,51.74,568234.0,12717.0,152438.0,159144.0,109189.0,108270.0,26466.0,Hindus,440373,Christians,425107,Others,419004,1393.0,1390.0,92.0,1015.0,290,129,365.0,39,286.0,213,287,1263,0.00092,0.00904,4e-05,0.9978463747307968,0.21236041572150194,1.0343288779722104,0.27101941167254623,1239.0,12175.0,54.0,13468.0,0.326985291442395,0.3156499973640578,0.3111184042971056,0.9452451686149126,0.993,District Gumla 
201,Jharkhand,"District Pashchimi Singhbhum (17), Jharkhand (20)",2082795,1054641,1028154,16.35,1731897,405251.0,5.0,975.0,968.0,857301,50.17,857301.0,18091.0,206253.0,233474.0,156525.0,193556.0,49399.0,Others,1043701,Hindus,890741,Muslims,72044,2777.0,2732.0,249.0,1914.0,485,25,449.0,57,205.0,239,625,2582,0.0020399999999999997,0.0068000000000000005,0.00116,0.9837954627295643,0.09842543313192129,1.33330452588949,0.21557570476211055,4249.0,14163.0,2416.0,20828.0,0.501105965781558,0.42766618894322295,0.03459005807100555,0.8315254261701224,0.975,District Pashchimi Singhbhum 
202,Jharkhand,"District Purbi Singhbhum (18), Jharkhand (20)",1982988,1027433,955555,22.66,891784,374772.0,5.0,930.0,941.0,1169213,68.79,1169213.0,19167.0,227792.0,263554.0,189301.0,333179.0,136165.0,Hindus,1318485,Others,408860,Muslims,184829,1610.0,1605.0,455.0,906.0,194,22,118.0,8,137.0,160,266,1480,0.0048200000000000005,0.0028100000000000004,0.0023699999999999997,0.9968944099378882,0.06908765963283692,0.8119060730574265,0.05950615939178654,9558.0,5572.0,4700.0,19830.0,0.6648981234379633,0.20618379939767664,0.09320732147647894,0.4497172953139404,0.93,District Purbi Singhbhum 
